StateID,StateName,PlanID,AreaCode,InternationalPlan,VoiceMailPlan,NumberVMailMessages,DayUsageID,TotalDayMinutes,TotalDayCalls,TotalDayCharge,EveUsageID,TotalEveMinutes,TotalEveCalls,TotalEveCharge,NightUsageID,TotalNightMinutes,TotalNightCalls,TotalNightCharge,IntlUsageID,TotalIntlMinutes,TotalIntlCalls,TotalIntlCharge,CustomerServiceCalls,ChurnStatus
201,WV,201,408,No,No,0,201,225.0,81,38.25,201,176.9,63,15.04,201,194.3,110,8.74,201,7.1,2,1.92,3,False
202,VA,202,408,No,No,0,202,198.5,99,33.75,202,267.8,60,22.76,202,354.9,75,15.97,202,9.4,3,2.54,0,True
203,SC,203,408,No,No,0,203,110.3,107,18.75,203,166.5,93,14.15,203,202.3,96,9.1,203,9.5,5,2.57,0,False
204,RI,204,415,No,Yes,37,204,60.0,102,10.2,204,102.2,80,8.69,204,261.8,106,11.78,204,11.1,3,3.0,0,False
205,IN,205,510,No,No,0,205,214.8,94,36.52,205,149.7,58,12.72,205,283.4,66,12.75,205,10.2,5,2.75,0,False
206,OR,206,415,No,Yes,29,206,157.4,99,26.76,206,117.9,80,10.02,206,279.2,79,12.56,206,13.9,11,3.75,4,True
207,NJ,207,415,No,No,0,207,207.9,91,35.34,207,172.0,109,14.62,207,191.8,143,8.63,207,14.4,7,3.89,4,False
208,MS,208,408,No,No,0,208,207.0,90,35.19,208,232.9,83,19.8,208,172.4,108,7.76,208,9.1,8,2.46,3,False
209,TX,209,415,Yes,No,0,209,143.7,117,24.43,209,273.0,82,23.21,209,178.3,81,8.02,209,10.9,3,2.94,0,False
210,DC,210,510,No,No,0,210,138.6,122,23.56,210,172.3,117,14.65,210,231.6,92,10.42,210,9.8,3,2.65,1,False
211,TX,211,415,No,No,0,211,84.7,118,14.4,211,249.9,86,21.24,211,193.4,95,8.7,211,14.5,8,3.92,1,False
212,UT,212,510,No,No,0,212,155.2,79,26.38,212,235.3,123,20.0,212,169.4,80,7.62,212,8.7,4,2.35,1,False
213,MN,213,510,No,Yes,25,213,164.9,110,28.03,213,209.3,105,17.79,213,231.2,55,10.4,213,6.7,9,1.81,1,False
214,IL,214,408,No,No,0,214,134.5,88,22.87,214,143.1,112,12.16,214,223.9,61,10.08,214,15.4,1,4.16,1,False
215,NM,215,415,No,No,0,215,143.3,103,24.36,215,211.3,108,17.96,215,185.2,96,8.33,215,11.5,3,3.11,1,False
216,WV,216,510,No,Yes,30,216,206.2,79,35.05,216,260.0,91,22.1,216,291.6,83,13.12,216,11.4,6,3.08,1,False
217,RI,217,510,No,Yes,28,217,225.8,94,38.39,217,193.0,117,16.41,217,232.4,100,10.46,217,8.4,9,2.27,4,False
218,NH,218,408,No,No,0,218,138.3,89,23.51,218,170.5,78,14.49,218,263.9,98,11.88,218,13.5,6,3.65,3,False
219,MA,219,408,Yes,No,0,219,160.0,123,27.2,219,175.4,96,14.91,219,184.8,99,8.32,219,9.9,3,2.67,2,False
220,PA,220,415,No,No,0,220,206.6,105,35.12,220,224.9,117,19.12,220,249.9,100,11.25,220,14.6,3,3.94,0,False
221,OK,221,415,No,No,0,221,134.7,121,22.9,221,180.0,83,15.3,221,200.9,104,9.04,221,7.7,3,2.08,1,False
222,AL,222,415,No,Yes,28,222,214.4,78,36.45,222,235.2,100,19.99,222,206.2,107,9.28,222,8.0,13,2.16,3,False
223,WY,223,415,No,No,0,223,192.8,104,32.78,223,234.4,96,19.92,223,203.2,101,9.14,223,13.0,3,3.51,3,False
224,PA,224,408,No,Yes,28,224,151.1,90,25.69,224,194.8,79,16.56,224,239.2,114,10.76,224,10.0,3,2.7,1,False
225,HI,225,510,Yes,No,0,225,218.9,88,37.21,225,208.0,85,17.68,225,203.3,99,9.15,225,11.1,4,3.0,0,False
226,AL,226,415,No,Yes,25,226,192.7,85,32.76,226,225.9,105,19.2,226,254.2,59,11.44,226,10.9,6,2.94,2,False
227,VT,227,510,Yes,No,0,227,204.4,135,34.75,227,219.1,90,18.62,227,222.7,114,10.02,227,10.5,6,2.84,3,False
228,AK,228,415,No,Yes,37,228,211.7,115,35.99,228,159.9,84,13.59,228,144.1,80,6.48,228,12.2,1,3.29,1,False
229,MI,229,415,No,Yes,28,229,221.6,74,37.67,229,288.4,100,24.51,229,240.3,105,10.81,229,9.0,2,2.43,1,False
230,DE,230,415,No,No,0,230,197.9,108,33.64,230,181.5,109,15.43,230,281.4,56,12.66,230,6.7,5,1.81,3,False
231,MI,231,510,No,No,0,231,206.4,122,35.09,231,128.0,102,10.88,231,194.5,84,8.75,231,8.8,5,2.38,2,False
232,KS,232,408,No,No,0,232,205.9,88,35.0,232,209.3,86,17.79,232,289.9,84,13.05,232,14.5,4,3.92,2,False
233,AL,233,510,No,No,0,233,207.6,88,35.29,233,132.4,63,11.25,233,255.2,98,11.48,233,14.1,5,3.81,0,False
234,NE,234,510,No,No,0,234,99.5,110,16.92,234,129.1,80,10.97,234,125.1,124,5.63,234,9.7,3,2.62,0,False
235,WI,235,510,No,No,0,235,177.1,112,30.11,235,194.0,112,16.49,235,146.7,108,6.6,235,5.9,4,1.59,1,False
236,WI,236,510,No,Yes,18,236,172.7,86,29.36,236,133.4,113,11.34,236,259.5,70,11.68,236,9.8,3,2.65,1,False
237,IN,237,510,No,No,0,237,204.2,115,34.71,237,179.9,152,15.29,237,216.8,109,9.76,237,9.5,5,2.57,1,False
238,DC,238,415,No,No,0,238,85.7,83,14.57,238,247.7,67,21.05,238,142.4,85,6.41,238,10.1,5,2.73,2,False
239,AR,239,415,No,No,0,239,157.6,117,26.79,239,184.3,58,15.67,239,240.4,99,10.82,239,11.9,1,3.21,0,False
240,ME,240,415,No,No,0,240,215.5,129,36.64,240,218.7,117,18.59,240,207.1,91,9.32,240,6.6,9,1.78,4,False
241,MD,241,415,No,No,0,241,171.7,80,29.19,241,110.4,81,9.38,241,195.4,111,8.79,241,11.9,4,3.21,2,False
242,IA,242,415,No,No,0,242,158.0,106,26.86,242,292.5,114,24.86,242,241.1,89,10.85,242,9.1,4,2.46,1,False
243,AZ,243,510,No,No,0,243,92.0,117,15.64,243,253.6,77,21.56,243,214.1,90,9.63,243,10.3,10,2.78,1,False
244,MO,244,415,No,No,0,244,234.0,109,39.78,244,249.5,114,21.21,244,173.1,70,7.79,244,9.1,5,2.46,2,False
245,VT,245,415,No,No,0,245,272.1,111,46.26,245,268.5,118,22.82,245,213.8,105,9.62,245,8.5,10,2.3,1,True
246,RI,246,510,No,No,0,246,194.4,101,33.05,246,190.3,82,16.18,246,183.4,107,8.25,246,11.4,2,3.08,0,False
247,SD,247,415,No,No,0,247,227.2,128,38.62,247,258.4,92,21.96,247,183.5,74,8.26,247,8.9,4,2.4,3,False
248,MN,248,415,No,No,0,248,248.7,109,42.28,248,220.0,118,18.7,248,265.7,78,11.96,248,13.2,2,3.56,1,True
249,TX,249,415,No,Yes,38,249,236.3,102,40.17,249,195.9,112,16.65,249,183.5,82,8.26,249,9.7,6,2.62,1,False
250,VA,250,510,No,No,0,250,205.6,69,34.95,250,169.5,93,14.41,250,220.1,64,9.9,250,10.9,3,2.94,0,False
251,MA,251,408,No,No,0,251,94.1,136,16.0,251,280.3,122,23.83,251,205.0,77,9.23,251,9.8,4,2.65,0,False
252,ID,252,408,No,No,0,252,125.2,99,21.28,252,205.4,107,17.46,252,254.4,111,11.45,252,18.9,2,5.1,0,False
253,MA,253,408,No,No,0,253,60.4,158,10.27,253,306.2,120,26.03,253,123.9,46,5.58,253,12.4,3,3.35,1,False
254,GA,254,415,No,Yes,28,254,121.0,105,20.57,254,270.4,100,22.98,254,160.5,76,7.22,254,7.7,4,2.08,2,False
255,RI,255,415,No,Yes,29,255,117.8,66,20.03,255,256.8,114,21.83,255,147.6,76,6.64,255,7.6,3,2.05,3,False
256,ID,256,510,No,Yes,21,256,232.4,96,39.51,256,211.9,118,18.01,256,273.0,102,12.29,256,5.0,5,1.35,3,False
257,SD,257,510,Yes,Yes,32,257,223.5,81,38.0,257,188.8,74,16.05,257,154.9,101,6.97,257,9.4,2,2.54,2,True
258,MA,258,510,No,No,0,258,176.3,79,29.97,258,259.2,97,22.03,258,287.4,78,12.93,258,6.2,3,1.67,0,False
259,WY,259,415,No,Yes,32,259,125.2,79,21.28,259,177.8,105,15.11,259,232.4,89,10.46,259,12.9,3,3.48,1,False
260,VA,260,408,No,No,0,260,138.7,107,23.58,260,256.9,113,21.84,260,234.9,74,10.57,260,10.0,3,2.7,0,False
261,OR,261,415,No,No,0,261,86.3,134,14.67,261,246.6,92,20.96,261,251.6,91,11.32,261,11.3,4,3.05,1,False
262,VA,262,408,No,No,0,262,207.0,91,35.19,262,154.9,121,13.17,262,245.1,112,11.03,262,13.4,5,3.62,3,False
263,ME,263,510,No,Yes,30,263,58.8,104,10.0,263,219.5,107,18.66,263,152.3,118,6.85,263,7.1,3,1.92,0,False
264,GA,264,408,No,Yes,33,264,239.2,109,40.66,264,235.5,112,20.02,264,156.3,95,7.03,264,9.5,4,2.57,1,False
265,IA,265,510,No,No,0,265,198.3,130,33.71,265,217.1,86,18.45,265,188.4,96,8.48,265,12.5,3,3.38,0,False
266,AZ,266,510,No,No,0,266,205.2,97,34.88,266,240.6,77,20.45,266,79.7,108,3.59,266,14.4,12,3.89,0,False
267,FL,267,510,No,No,0,267,192.1,98,32.66,267,312.9,135,26.6,267,130.2,94,5.86,267,7.9,2,2.13,3,False
268,MT,268,415,No,No,0,268,272.6,83,46.34,268,248.7,74,21.14,268,197.4,111,8.88,268,9.5,2,2.57,1,True
269,AL,269,415,No,No,0,269,128.3,121,21.81,269,197.1,93,16.75,269,138.4,152,6.23,269,12.2,5,3.29,7,True
270,DE,270,510,No,No,0,270,169.6,99,28.83,270,264.1,87,22.45,270,206.3,78,9.28,270,9.3,4,2.51,0,False
271,MT,271,510,No,No,0,271,201.3,95,34.22,271,152.8,66,12.99,271,233.2,101,10.49,271,7.5,4,2.03,1,False
272,KY,272,408,No,Yes,17,272,214.7,97,36.5,272,138.5,90,11.77,272,169.1,44,7.61,272,8.6,4,2.32,1,False
273,SC,273,510,No,No,0,273,169.2,70,28.76,273,271.5,77,23.08,273,170.2,104,7.66,273,10.6,2,2.86,0,False
274,WA,274,415,No,No,0,274,194.1,121,33.0,274,176.6,110,15.01,274,302.8,136,13.63,274,7.0,7,1.89,2,False
275,AK,275,408,No,No,0,275,225.1,67,38.27,275,199.2,127,16.93,275,175.5,102,7.9,275,14.6,2,3.94,0,False
276,GA,276,415,No,No,0,276,213.0,63,36.21,276,176.6,71,15.01,276,262.6,126,11.82,276,9.1,1,2.46,1,True
277,MN,277,415,No,No,0,277,183.9,115,31.26,277,255.9,101,21.75,277,275.0,145,12.38,277,10.8,11,2.92,1,False
278,IL,278,415,No,Yes,34,278,221.8,105,37.71,278,161.7,85,13.74,278,227.7,62,10.25,278,14.0,7,3.78,0,False
279,IN,279,408,No,Yes,21,279,64.6,98,10.98,279,176.1,86,14.97,279,244.8,84,11.02,279,0.0,0,0.0,2,False
280,SC,280,510,No,Yes,37,280,154.6,92,26.28,280,83.4,103,7.09,280,165.9,99,7.47,280,13.3,3,3.59,1,False
281,VA,281,415,No,No,0,281,260.2,131,44.23,281,179.2,120,15.23,281,135.0,119,6.08,281,7.2,8,1.94,3,False
282,WI,282,415,No,Yes,33,282,161.6,117,27.47,282,123.0,90,10.46,282,261.3,101,11.76,282,12.2,5,3.29,1,False
283,VT,283,510,No,No,0,283,220.6,117,37.5,283,155.2,121,13.19,283,186.7,89,8.4,283,10.5,11,2.84,1,False
284,AZ,284,415,No,Yes,41,284,155.9,122,26.5,284,162.3,107,13.8,284,127.6,105,5.74,284,13.1,5,3.54,3,False
285,FL,285,510,No,No,0,285,107.0,63,18.19,285,105.7,67,8.98,285,243.1,74,10.94,285,12.8,3,3.46,4,True
286,AK,286,510,No,No,0,286,182.5,104,31.03,286,204.7,95,17.4,286,229.9,100,10.35,286,11.3,8,3.05,4,False
287,AR,287,415,Yes,Yes,38,287,220.1,78,37.42,287,234.3,71,19.92,287,237.3,85,10.68,287,10.1,4,2.73,4,False
288,AR,288,408,No,No,0,288,152.2,112,25.87,288,177.2,132,15.06,288,96.4,87,4.34,288,5.3,3,1.43,1,False
289,AK,289,415,No,No,0,289,181.5,95,30.86,289,205.1,88,17.43,289,204.0,82,9.18,289,14.7,9,3.97,2,False
290,ME,290,415,No,No,0,290,166.1,105,28.24,290,79.3,93,6.74,290,213.7,98,9.62,290,12.7,2,3.43,1,False
291,NM,291,408,No,Yes,23,291,134.2,85,22.81,291,227.3,132,19.32,291,122.4,96,5.51,291,8.5,2,2.3,2,False
292,NE,292,408,Yes,Yes,39,292,149.7,122,25.45,292,211.1,75,17.94,292,114.3,90,5.14,292,9.2,4,2.48,1,False
293,SC,293,408,No,Yes,29,293,150.1,109,25.52,293,264.7,103,22.5,293,178.4,97,8.03,293,5.8,4,1.57,1,False
294,CO,294,408,Yes,No,0,294,257.1,53,43.71,294,312.2,127,26.54,294,183.0,82,8.24,294,8.8,6,2.38,1,True
295,OH,295,415,No,Yes,36,295,141.7,121,24.09,295,232.3,113,19.75,295,222.1,131,9.99,295,12.0,5,3.24,1,False
296,OK,296,408,No,No,0,296,162.3,88,27.59,296,213.7,118,18.16,296,192.1,81,8.64,296,10.9,2,2.94,0,False
297,CO,297,415,No,No,0,297,350.8,75,59.64,297,216.5,94,18.4,297,253.9,100,11.43,297,10.1,9,2.73,1,True
298,NC,298,415,No,No,0,298,193.3,96,32.86,298,264.1,123,22.45,298,128.6,115,5.79,298,9.1,3,2.46,4,False
299,MD,299,415,No,No,0,299,78.2,127,13.29,299,253.4,108,21.54,299,255.0,100,11.48,299,18.0,3,4.86,1,False
300,KS,300,415,No,No,0,300,83.4,110,14.18,300,232.2,137,19.74,300,146.7,114,6.6,300,7.6,5,2.05,1,False
301,MA,301,415,No,No,0,301,195.6,99,33.25,301,267.8,120,22.76,301,164.9,76,7.42,301,16.0,2,4.32,0,False
302,NM,302,408,No,No,0,302,197.0,110,33.49,302,222.8,102,18.94,302,225.3,91,10.14,302,10.6,6,2.86,2,False
303,CA,303,415,Yes,No,0,303,218.0,57,37.06,303,114.4,88,9.72,303,269.2,95,12.11,303,12.4,1,3.35,0,True
304,NY,304,415,No,No,0,304,164.8,98,28.02,304,229.9,96,19.54,304,167.3,108,7.53,304,14.8,2,4.0,2,False
305,AZ,305,415,No,No,0,305,179.2,77,30.46,305,210.7,99,17.91,305,276.9,58,12.46,305,9.2,6,2.48,2,False
306,DC,306,415,No,No,0,306,170.5,87,28.99,306,118.2,116,10.05,306,187.9,111,8.46,306,11.2,7,3.02,2,False
307,ND,307,408,No,No,0,307,205.7,123,34.97,307,214.5,108,18.23,307,226.1,106,10.17,307,6.7,18,1.81,1,False
308,MO,308,415,Yes,No,0,308,165.5,84,28.14,308,286.2,112,24.33,308,198.9,89,8.95,308,11.5,2,3.11,1,True
309,KS,309,415,No,No,0,309,221.0,100,37.57,309,160.7,113,13.66,309,233.1,96,10.49,309,6.8,4,1.84,2,False
310,SD,310,510,No,No,0,310,242.1,118,41.16,310,191.0,93,16.24,310,218.6,50,9.84,310,14.7,2,3.97,3,False
311,OK,311,415,No,No,0,311,151.6,107,25.77,311,155.4,96,13.21,311,240.0,112,10.8,311,14.7,4,3.97,1,False
312,OR,312,415,Yes,No,0,312,176.2,87,29.95,312,145.0,81,12.33,312,249.5,92,11.23,312,5.7,4,1.54,0,False
313,IN,313,415,Yes,Yes,22,313,196.0,82,33.32,313,322.7,82,27.43,313,225.6,120,10.15,313,3.7,5,1.0,1,False
314,OH,314,408,No,No,0,314,159.5,125,27.12,314,247.1,90,21.0,314,187.9,82,8.46,314,7.2,4,1.94,2,False
315,KS,315,415,No,No,0,315,230.2,113,39.13,315,220.4,79,18.73,315,204.7,111,9.21,315,10.7,7,2.89,4,False
316,CT,316,415,No,No,0,316,146.7,64,24.94,316,274.0,99,23.29,316,321.3,98,14.46,316,8.9,1,2.4,3,False
317,WI,317,415,No,No,0,317,102.0,95,17.34,317,270.2,139,22.97,317,148.2,105,6.67,317,10.7,3,2.89,1,False
318,MS,318,510,No,No,0,318,126.0,99,21.42,318,238.5,73,20.27,318,285.1,100,12.83,318,10.2,6,2.75,3,False
319,WV,319,415,No,No,0,319,168.4,125,28.63,319,243.8,89,20.72,319,214.7,102,9.66,319,11.1,2,3.0,1,False
320,MD,320,415,No,No,0,320,206.5,92,35.11,320,176.2,152,14.98,320,232.8,115,10.48,320,12.4,5,3.35,5,False
321,PA,321,510,No,No,0,321,217.1,76,36.91,321,205.2,100,17.44,321,185.7,91,8.36,321,9.4,3,2.54,2,False
322,WI,322,510,No,No,0,322,229.6,78,39.03,322,205.7,108,17.48,322,166.2,91,7.48,322,10.8,2,2.92,0,True
323,TN,323,415,No,Yes,22,323,278.3,89,47.31,323,93.4,143,7.94,323,107.6,42,4.84,323,9.7,5,2.62,0,False
324,IL,324,510,No,No,0,324,181.5,129,30.86,324,130.7,112,11.11,324,186.5,118,8.39,324,8.5,4,2.3,1,False
325,DC,325,415,No,No,0,325,167.3,91,28.44,325,230.0,68,19.55,325,191.7,118,8.63,325,10.6,5,2.86,1,True
326,GA,326,415,No,Yes,31,326,121.0,105,20.57,326,218.9,98,18.61,326,226.7,110,10.2,326,12.0,1,3.24,1,False
327,ID,327,415,No,No,0,327,221.1,124,37.59,327,110.8,94,9.42,327,240.1,112,10.8,327,10.6,3,2.86,0,False
328,KY,328,510,No,No,0,328,222.8,122,37.88,328,163.2,107,13.87,328,160.6,112,7.23,328,11.2,6,3.02,1,False
329,OH,329,415,No,No,0,329,183.4,80,31.18,329,242.0,115,20.57,329,201.4,100,9.06,329,7.5,3,2.03,4,False
330,WI,330,415,Yes,No,0,330,264.3,91,44.93,330,160.9,115,13.68,330,198.6,73,8.94,330,9.3,5,2.51,0,False
331,IL,331,415,No,No,0,331,146.0,78,24.82,331,109.7,79,9.32,331,247.4,108,11.13,331,6.8,7,1.84,0,False
332,DE,332,510,No,No,0,332,157.1,134,26.71,332,184.9,122,15.72,332,197.2,59,8.87,332,8.5,5,2.3,4,True
333,RI,333,510,Yes,No,0,333,127.3,108,21.64,333,251.3,81,21.36,333,135.0,88,6.08,333,10.3,3,2.78,1,False
334,TX,334,415,No,No,0,334,187.9,110,31.94,334,197.0,117,16.75,334,167.0,108,7.52,334,4.8,4,1.3,2,False
335,OR,335,408,No,No,0,335,178.8,90,30.4,335,141.2,72,12.0,335,203.0,99,9.14,335,8.4,5,2.27,2,False
336,MS,336,415,No,No,0,336,256.5,112,43.61,336,199.5,90,16.96,336,188.3,122,8.47,336,7.0,5,1.89,3,False
337,OR,337,415,No,No,0,337,169.5,77,28.82,337,124.0,87,10.54,337,219.4,92,9.87,337,10.0,3,2.7,0,False
338,DE,338,415,No,No,0,338,239.7,47,40.75,338,282.9,110,24.05,338,238.4,88,10.73,338,8.7,3,2.35,2,True
339,DE,339,510,Yes,No,0,339,171.5,99,29.16,339,160.0,103,13.6,339,212.4,102,9.56,339,5.0,2,1.35,1,True
340,SD,340,408,No,Yes,34,340,142.3,73,24.19,340,194.8,79,16.56,340,239.3,81,10.77,340,16.0,6,4.32,1,False
341,NV,341,415,No,No,0,341,184.1,98,31.3,341,327.0,73,27.8,341,212.5,106,9.56,341,7.5,6,2.03,2,False
342,NM,342,415,No,Yes,28,342,206.9,126,35.17,342,264.4,126,22.47,342,171.8,124,7.73,342,9.3,11,2.51,2,False
343,MN,343,510,No,No,0,343,259.9,114,44.18,343,176.2,94,14.98,343,77.2,112,3.47,343,15.3,1,4.13,1,False
344,NJ,344,415,No,No,0,344,203.8,122,34.65,344,283.1,76,24.06,344,197.3,83,8.88,344,12.5,3,3.38,0,False
345,IN,345,415,No,Yes,45,345,248.8,124,42.3,345,140.3,77,11.93,345,263.6,102,11.86,345,10.3,2,2.78,3,False
346,ME,346,415,No,No,0,346,122.4,129,20.81,346,113.4,108,9.64,346,180.2,97,8.11,346,12.5,7,3.38,1,False
347,NH,347,415,No,Yes,40,347,104.9,65,17.83,347,216.3,93,18.39,347,217.4,128,9.78,347,9.6,9,2.59,1,False
348,OR,348,510,No,No,0,348,119.4,69,20.3,348,273.3,92,23.23,348,214.4,153,9.65,348,12.4,7,3.35,2,False
349,KS,349,510,No,No,0,349,250.3,100,42.55,349,260.6,90,22.15,349,195.0,104,8.78,349,13.3,2,3.59,2,True
350,NE,350,415,No,No,0,350,178.3,98,30.31,350,282.6,110,24.02,350,181.0,98,8.15,350,11.4,4,3.08,1,False
351,MI,351,510,No,No,0,351,243.4,77,41.38,351,182.1,97,15.48,351,259.2,94,11.66,351,12.8,2,3.46,1,False
352,SC,352,415,No,No,0,352,155.0,106,26.35,352,175.3,101,14.9,352,155.6,125,7.0,352,11.8,5,3.19,2,False
353,PA,353,408,No,Yes,31,353,288.7,101,49.08,353,203.8,102,17.32,353,203.2,49,9.14,353,8.6,3,2.32,0,False
354,MT,354,510,No,Yes,29,354,240.4,80,40.87,354,118.9,91,10.11,354,164.2,108,7.39,354,11.2,3,3.02,1,False
355,NM,355,415,No,No,0,355,190.3,123,32.35,355,301.3,96,25.61,355,214.6,134,9.66,355,8.0,3,2.16,1,False
356,OH,356,510,No,No,0,356,278.0,76,47.26,356,176.7,74,15.02,356,219.5,126,9.88,356,8.3,4,2.24,0,True
357,WY,357,510,No,No,0,357,155.0,93,26.35,357,330.6,106,28.1,357,189.4,123,8.52,357,13.5,3,3.65,1,False
358,AR,358,510,No,Yes,27,358,273.4,141,46.48,358,154.0,99,13.09,358,245.8,112,11.06,358,12.3,6,3.32,1,False
359,FL,359,408,No,No,0,359,155.3,93,26.4,359,265.7,95,22.58,359,145.7,67,6.56,359,12.4,4,3.35,0,False
360,AR,360,510,No,Yes,29,360,133.1,114,22.63,360,221.2,82,18.8,360,131.6,103,5.92,360,6.8,3,1.84,1,False
361,MO,361,510,No,No,0,361,246.8,129,41.96,361,187.8,121,15.96,361,154.5,109,6.95,361,12.6,5,3.4,1,False
362,WI,362,408,Yes,No,0,362,165.4,107,28.12,362,196.0,126,16.66,362,349.2,110,15.71,362,9.6,7,2.59,2,False
363,TX,363,510,No,No,0,363,138.3,116,23.51,363,236.0,138,20.06,363,179.1,110,8.06,363,9.6,4,2.59,3,False
364,NM,364,510,No,No,0,364,286.7,100,48.74,364,134.4,121,11.42,364,192.9,122,8.68,364,6.9,5,1.86,2,False
365,GA,365,415,No,No,0,365,117.3,114,19.94,365,201.1,61,17.09,365,107.9,82,4.86,365,12.2,3,3.29,1,False
366,KS,366,408,No,Yes,23,366,225.5,107,38.34,366,246.3,105,20.94,366,245.7,81,11.06,366,9.8,2,2.65,0,False
367,OH,367,408,No,No,0,367,256.4,125,43.59,367,273.9,100,23.28,367,222.7,101,10.02,367,11.1,1,3.0,1,True
368,MA,368,415,No,No,0,368,264.8,124,45.02,368,245.4,112,20.86,368,160.5,115,7.22,368,14.8,2,4.0,1,True
369,KY,369,408,No,No,0,369,159.8,99,27.17,369,264.0,64,22.44,369,115.7,70,5.21,369,9.7,7,2.62,2,False
370,DC,370,415,No,Yes,28,370,190.6,86,32.4,370,220.1,122,18.71,370,180.3,80,8.11,370,6.0,3,1.62,3,False
371,WA,371,415,No,No,0,371,184.0,120,31.28,371,120.4,119,10.23,371,153.7,86,6.92,371,11.0,3,2.97,0,False
372,UT,372,415,No,No,0,372,261.8,128,44.51,372,220.6,104,18.75,372,136.6,91,6.15,372,9.6,5,2.59,1,False
373,NV,373,408,No,No,0,373,133.7,75,22.73,373,195.3,87,16.6,373,280.5,89,12.62,373,5.9,2,1.59,0,False
374,ND,374,415,No,Yes,23,374,193.5,85,32.9,374,220.2,90,18.72,374,272.4,111,12.26,374,8.5,5,2.3,0,False
375,NV,375,415,Yes,No,0,375,178.2,113,30.29,375,167.8,94,14.26,375,182.1,111,8.19,375,13.6,3,3.67,3,True
376,FL,376,510,No,Yes,36,376,226.2,103,38.45,376,181.6,125,15.44,376,258.8,102,11.65,376,10.5,5,2.84,3,True
377,MD,377,415,No,No,0,377,170.4,103,28.97,377,200.2,71,17.02,377,258.3,100,11.62,377,11.6,4,3.13,1,False
378,AL,378,510,No,Yes,34,378,194.4,63,33.05,378,254.9,110,21.67,378,160.2,115,7.21,378,17.2,9,4.64,2,False
379,NE,379,415,No,No,0,379,240.3,146,40.85,379,164.6,83,13.99,379,240.7,106,10.83,379,10.6,2,2.86,1,False
380,NV,380,408,No,No,0,380,75.0,116,12.75,380,248.7,87,21.14,380,176.0,83,7.92,380,9.5,6,2.57,3,False
381,IL,381,408,No,No,0,381,69.1,117,11.75,381,136.3,100,11.59,381,181.7,53,8.18,381,6.3,3,1.7,1,False
382,WV,382,510,No,Yes,33,382,96.6,59,16.42,382,315.4,98,26.81,382,163.3,117,7.35,382,6.2,4,1.67,4,True
383,AR,383,510,No,No,0,383,148.5,111,25.25,383,146.5,42,12.45,383,289.2,83,13.01,383,9.9,6,2.67,3,False
384,UT,384,510,No,No,0,384,258.1,106,43.88,384,161.4,106,13.72,384,225.1,110,10.13,384,11.7,5,3.16,1,False
385,GA,385,510,No,Yes,23,385,149.7,112,25.45,385,162.5,118,13.81,385,220.3,115,9.91,385,7.6,2,2.05,3,False
386,AZ,386,408,No,No,0,386,149.8,134,25.47,386,164.4,98,13.97,386,294.7,124,13.26,386,8.1,2,2.19,1,False
387,ID,387,408,No,No,0,387,190.4,102,32.37,387,158.1,107,13.44,387,271.5,92,12.22,387,11.2,4,3.02,2,False
388,HI,388,408,No,No,0,388,181.4,108,30.84,388,253.8,54,21.57,388,112.3,94,5.05,388,11.6,6,3.13,1,False
389,MD,389,415,No,No,0,389,155.7,116,26.47,389,173.7,63,14.76,389,257.4,97,11.58,389,8.1,4,2.19,0,False
390,GA,390,510,No,No,0,390,149.9,95,25.48,390,256.1,110,21.77,390,212.7,92,9.57,390,13.3,13,3.59,2,False
391,GA,391,510,No,No,0,391,222.3,132,37.79,391,231.5,101,19.68,391,223.5,75,10.06,391,11.0,2,2.97,3,False
392,UT,392,415,No,Yes,16,392,149.4,111,25.4,392,131.8,113,11.2,392,132.7,87,5.97,392,6.7,2,1.81,0,False
393,IN,393,415,No,No,0,393,204.2,100,34.71,393,292.6,139,24.87,393,244.3,105,10.99,393,10.5,2,2.84,0,False
394,VT,394,510,No,No,0,394,242.9,126,41.29,394,209.8,65,17.83,394,228.4,126,10.28,394,0.0,0,0.0,1,False
395,IA,395,415,No,No,0,395,150.4,119,25.57,395,230.5,99,19.59,395,186.3,76,8.38,395,12.3,4,3.32,1,False
396,ME,396,415,Yes,No,0,396,130.7,113,22.22,396,260.6,122,22.15,396,244.2,98,10.99,396,9.4,2,2.54,2,True
397,MD,397,408,No,No,0,397,273.6,93,46.51,397,114.6,116,9.74,397,250.6,120,11.28,397,8.2,4,2.21,1,False
398,FL,398,415,Yes,No,0,398,156.1,114,26.54,398,180.3,63,15.33,398,179.6,115,8.08,398,11.1,9,3.0,2,False
399,CA,399,415,No,Yes,36,399,178.7,134,30.38,399,178.6,102,15.18,399,126.8,82,5.71,399,8.0,4,2.16,2,False
400,AL,400,415,No,No,0,400,177.5,93,30.18,400,287.4,75,24.43,400,180.5,118,8.12,400,11.9,3,3.21,2,False
401,WV,401,415,No,No,0,401,175.2,91,29.78,401,244.4,109,20.77,401,75.8,95,3.41,401,7.5,2,2.03,1,False
402,FL,402,415,No,Yes,28,402,251.4,104,42.74,402,225.1,89,19.13,402,251.9,121,11.34,402,7.5,5,2.03,1,False
403,MI,403,415,Yes,No,0,403,216.9,61,36.87,403,207.4,120,17.63,403,221.7,110,9.98,403,17.5,5,4.73,1,True
